id_cliente,nombre,edad,fecha_registro,ultimo_login,pais,ciudad,nro_compras,total_gastado,metodo_pago_preferido,dispositivo,compro_en_campania_pasada
296,Ana,14,2015-08-22,2018-11-08,COLOMBIA,Buenos Aires,6,22.19,,pc,0
297,Sofía,10,2020-09-02,2022-10-20,argentina,Lima,7,27.16,,pc,1
298,Pedro,11,2018-11-05,2022-03-09,Colombia,bogota,7,103.82,,Pc,1
299,María,42,2017-10-02,2020-02-25,México,Buenos Aires,8,111.93,,,0
300,,43,2018-10-01,2022-08-24,mexico,CDMX,4,253.22,paypal,Pc,1
301,Sofía,23,2018-11-02,2021-09-05,ARGENTINA,cdmx,3,54.34,Tarjeta,pc,0
302,Juan,40,2022-01-13,2027-05-15,COLOMBIA,medellin,6,242.02,tarjeta,Pc,1
303,Ana,36,2020-08-26,2021-11-21,México,Bogotá,3,1376.8,efectivo,,1
304,Sofía,30,2021-04-11,2022-04-27,,CDMX,6,399.39,Efectivo,,1
305,María,46,2022-07-28,2023-12-09,ARGENTINA,Medellín,4,201.89,Efectivo,móvil,0
306,Ana,20,2022-09-18,2025-08-17,peru,,5,562.39,Tarjeta,tablet,1
307,Carlos,48,2016-12-17,2018-04-13,Colombia,medellin,4,944.55,tarjeta,pc,1
308,Sofía,26,2019-04-12,2019-05-18,colombia,bogota,6,168.92,Efectivo,Móvil,0
309,Laura,56,2019-09-08,2022-02-27,colombia,medellin,6,63.94,Efectivo,Móvil,0
310,Ana,22,2018-05-10,2023-07-05,Perú,Medellín,10,492.98,tarjeta,pc,0
311,María,30,2018-06-25,2022-09-06,Colombia,Medellín,5,371.83,efectivo,Pc,1
312,Luis,35,2020-12-05,2022-07-14,Perú,CDMX,3,17.68,paypal,Pc,1
313,,35,2015-01-09,2018-09-03,colombia,Bogotá,7,550.95,paypal,pc,1
314,desconocido,40,2016-08-20,2021-04-08,mexico,CDMX,3,91.21,tarjeta,pc,0
315,Pedro,19,2015-01-23,2017-04-11,,Buenos Aires,4,77.75,tarjeta,pc,0
316,desconocido,34,2020-06-13,2024-12-28,mexico,,4,84.1,,móvil,1
317,María,36,2021-04-06,2026-07-23,México,Bogotá,3,77.14,tarjeta,Móvil,0
318,Juan,28,2019-05-28,2021-06-07,,bogota,10,145.14,Tarjeta,móvil,0
319,Juan,39,2020-09-05,2024-10-18,colombia,bogota,5,173.39,Tarjeta,,0
320,Luis,18,2018-01-09,2021-05-30,Perú,cdmx,7,110.9,tarjeta,móvil,1
321,Pedro,31,2021-02-24,2021-03-10,Colombia,Bogotá,7,106.4,Tarjeta,tablet,0
322,Laura,25,2022-09-23,2024-01-04,Colombia,Bogotá,5,267.36,paypal,móvil,1
323,Luis,31,2015-04-02,2019-03-25,argentina,bogota,4,0.61,tarjeta,,1
324,desconocido,52,2017-04-30,2018-05-29,ARGENTINA,medellin,6,587.06,paypal,Móvil,1
325,Luis,52,2020-06-05,2022-05-27,peru,bogota,4,250.66,paypal,Pc,0
326,desconocido,50,2018-01-12,2022-02-28,colombia,medellin,3,245.69,Tarjeta,Móvil,0
327,Ana,29,2015-10-27,2017-01-28,colombia,Medellín,5,109.62,Efectivo,pc,1
328,Juan,45,2021-06-01,2023-12-29,Perú,Medellín,5,675.03,Efectivo,,1
329,Ana,36,2022-05-18,2026-02-15,argentina,,3,0.06,efectivo,pc,0
330,,35,2019-01-17,2019-09-13,COLOMBIA,Buenos Aires,5,15.91,efectivo,pc,1
331,Pedro,34,2018-07-28,2022-07-21,ARGENTINA,,4,325.99,Efectivo,móvil,0
332,Laura,56,2017-09-27,2019-02-20,mexico,Bogotá,8,268.42,tarjeta,,0
333,desconocido,51,2017-12-18,2022-11-03,mexico,CDMX,1,63.31,Efectivo,tablet,0
334,Laura,43,2022-12-28,2022-12-01,COLOMBIA,medellin,4,180.66,,Pc,0
335,desconocido,32,2018-09-27,2023-02-22,argentina,,4,151.88,Tarjeta,móvil,0
336,María,-5,2022-09-01,2027-03-20,ARGENTINA,Medellín,4,149.78,Efectivo,pc,1
337,Luis,41,2021-07-17,2025-11-25,colombia,CDMX,7,181.05,tarjeta,Móvil,1
338,,28,2020-10-10,2026-01-26,Colombia,Buenos Aires,2,1014.56,tarjeta,pc,1
339,Juan,46,2017-02-14,2020-04-04,colombia,CDMX,1,873.94,efectivo,Móvil,0
340,desconocido,23,2022-04-26,2022-05-21,mexico,,5,799.97,efectivo,Pc,1
341,Laura,39,2018-12-23,2020-07-01,,bogota,7,159.12,tarjeta,pc,1
342,,7,2019-08-09,2022-08-12,Perú,cdmx,4,76.57,paypal,,0
343,Carlos,28,2019-10-18,2024-12-26,Perú,CDMX,7,164.25,,,1
344,Carlos,59,2021-04-22,2023-09-29,peru,,11,194.94,efectivo,Pc,0
345,Ana,47,2022-11-15,2024-12-12,México,Lima,3,74.63,,pc,0
346,Juan,53,2020-01-26,2023-12-17,mexico,Buenos Aires,4,200.36,Tarjeta,pc,0
347,María,26,2020-03-12,2025-02-13,argentina,Lima,3,194.57,paypal,Móvil,0
348,Laura,36,2019-09-26,2023-04-24,Perú,CDMX,5,467.58,Tarjeta,tablet,0
349,Luis,50,2018-08-20,2020-02-03,,CDMX,3,54.26,Tarjeta,,1
350,Luis,42,2016-09-06,2020-12-18,colombia,medellin,9,239.21,,Móvil,1
351,Laura,41,2015-09-02,2019-06-19,peru,bogota,6,119.84,tarjeta,móvil,0
352,Pedro,54,2017-01-26,2018-09-12,Colombia,,6,27.83,paypal,Pc,0
353,María,22,2017-04-03,2019-07-10,mexico,Medellín,-2,76.01,efectivo,Pc,0
354,,-5,2022-09-28,2022-10-13,México,Medellín,9,11.8,tarjeta,tablet,1
355,desconocido,13,2022-08-11,2025-02-27,argentina,Medellín,6,76.94,Efectivo,pc,0
356,Pedro,21,2020-01-21,2023-03-07,peru,Buenos Aires,10,14.3,efectivo,Pc,0
357,desconocido,47,2018-12-06,2023-06-05,Colombia,cdmx,8,519.24,Efectivo,tablet,0
358,desconocido,23,2018-05-25,2022-07-16,México,Bogotá,3,21.46,tarjeta,móvil,0
359,Pedro,43,2016-05-30,2021-05-07,México,Medellín,7,340.03,Tarjeta,Pc,0
360,Ana,54,2016-04-18,2016-11-07,peru,medellin,0,473.16,Tarjeta,móvil,1
361,Carlos,32,2015-02-05,2018-11-26,colombia,bogota,2,126.1,paypal,,1
362,desconocido,41,2018-11-11,2023-12-30,argentina,cdmx,3,11.09,efectivo,Móvil,1
363,Pedro,43,2019-11-28,2019-11-15,COLOMBIA,Bogotá,6,999999.0,Efectivo,Pc,1
364,Pedro,20,2019-10-01,2022-04-21,México,Bogotá,5,53.52,Efectivo,Pc,0
365,Sofía,27,2017-04-09,2017-11-02,Perú,Buenos Aires,6,38.88,paypal,pc,1
366,Ana,22,2017-12-28,2019-11-29,COLOMBIA,medellin,3,167.29,,móvil,1
367,Juan,28,2021-08-10,2021-10-12,,Bogotá,6,88.13,,Móvil,0
368,Sofía,43,2018-03-31,2020-09-11,peru,Lima,4,262.15,efectivo,tablet,0
369,Sofía,27,2019-10-29,2023-04-09,México,,5,178.93,Tarjeta,Móvil,0
370,Laura,34,2017-08-02,2022-12-19,Perú,Lima,7,353.62,,Pc,1
371,Carlos,22,2019-02-20,2021-11-10,,Bogotá,8,12.03,tarjeta,,1
372,Pedro,49,2016-03-06,2019-03-09,COLOMBIA,Bogotá,5,53.55,paypal,móvil,0
373,Carlos,28,2020-07-15,2025-05-27,Colombia,Bogotá,4,167.4,tarjeta,Pc,1
374,María,53,2017-05-08,2022-01-25,mexico,Buenos Aires,8,424.77,tarjeta,tablet,1
375,Laura,35,2015-08-18,2017-07-28,COLOMBIA,Lima,7,335.79,paypal,tablet,0
376,Juan,18,2021-08-14,2025-01-13,mexico,Medellín,2,227.59,Efectivo,Pc,0
377,Carlos,32,2015-06-27,2020-02-24,Perú,Medellín,3,170.7,efectivo,,0
378,Luis,22,2018-12-04,2023-01-05,México,Medellín,7,199.64,Efectivo,Pc,0
379,desconocido,42,2022-02-28,2023-01-26,mexico,bogota,4,48.06,Tarjeta,Pc,0
380,María,31,2019-06-02,2023-08-27,peru,medellin,6,180.87,efectivo,móvil,1
381,Ana,36,2022-10-11,2025-08-27,Perú,Lima,8,136.15,paypal,pc,1
382,Juan,30,2019-10-30,2021-10-20,México,,4,97.04,paypal,tablet,1
383,María,28,2019-11-10,2022-07-07,Perú,Medellín,2,437.37,paypal,móvil,1
384,desconocido,23,2017-09-01,2018-10-10,COLOMBIA,Lima,8,353.71,tarjeta,tablet,1
385,Laura,45,2015-03-23,2015-04-06,Perú,medellin,9,15.97,paypal,Pc,0
386,desconocido,32,2017-04-25,2020-12-24,COLOMBIA,Bogotá,2,849.91,Tarjeta,tablet,1
387,Sofía,31,2022-09-10,2027-04-27,peru,CDMX,2,52.27,Tarjeta,,1
388,desconocido,32,2018-05-01,2020-10-11,argentina,Buenos Aires,6,48.5,paypal,,1
389,Sofía,26,2016-09-09,2017-01-09,peru,Medellín,3,575.83,efectivo,,0
390,Laura,31,2021-03-13,2022-08-30,,medellin,8,117.69,Tarjeta,Móvil,1
391,,37,2021-05-26,2026-07-11,COLOMBIA,Medellín,4,327.33,efectivo,tablet,1
392,Sofía,22,2016-03-20,2017-10-12,México,Buenos Aires,4,67.99,efectivo,,1
393,Ana,24,2017-07-11,2019-11-15,ARGENTINA,Buenos Aires,8,412.98,efectivo,Móvil,1
394,desconocido,51,2022-02-12,2024-05-24,argentina,medellin,5,357.12,paypal,móvil,1
395,desconocido,30,2015-07-12,2015-07-07,peru,bogota,2,146.58,,móvil,1
396,Ana,28,2019-07-21,2021-01-02,ARGENTINA,Medellín,6,244.19,tarjeta,,0
397,Luis,18,2015-10-16,2020-03-04,Colombia,Medellín,3,665.0,paypal,Móvil,0
398,Pedro,45,2022-03-15,2027-04-07,ARGENTINA,medellin,10,120.31,Tarjeta,tablet,0
399,,22,2018-03-13,2019-10-31,,bogota,6,136.32,Tarjeta,,1
400,Juan,34,2018-12-01,2018-09-23,,bogota,5,256.61,Tarjeta,móvil,0
401,Sofía,14,2020-01-09,2023-01-15,peru,Medellín,6,97.69,Tarjeta,tablet,0
402,Ana,44,2022-12-14,2024-10-22,ARGENTINA,Bogotá,3,650.02,,pc,1
403,Laura,49,2020-05-24,2024-02-19,mexico,Buenos Aires,10,8.26,tarjeta,,0
404,Sofía,40,2022-09-29,2024-12-22,México,cdmx,2,103.29,,pc,0
405,Pedro,16,2017-06-14,2018-09-05,Colombia,Medellín,2,250.25,efectivo,,1
406,Laura,45,2017-07-08,2022-06-05,COLOMBIA,Bogotá,4,112.21,paypal,Móvil,1
407,María,25,2022-02-24,2027-08-13,colombia,Medellín,6,60.02,Tarjeta,Móvil,0
408,desconocido,20,2020-07-27,2024-12-16,mexico,Bogotá,4,106.7,efectivo,tablet,0
409,María,30,2019-04-02,2022-02-21,Colombia,Medellín,2,426.6,paypal,pc,1
410,Sofía,30,2019-08-28,2024-12-09,Colombia,medellin,7,158.38,tarjeta,pc,1
411,Pedro,28,2020-08-22,2025-05-21,colombia,cdmx,5,81.63,Efectivo,Móvil,0
412,,50,2019-09-22,2020-05-22,,Lima,9,222.66,tarjeta,Pc,0
413,Sofía,59,2021-07-15,2024-07-18,Colombia,Lima,5,189.27,Efectivo,tablet,1
414,Ana,18,2022-12-22,2028-05-02,mexico,,8,164.4,Tarjeta,tablet,0
415,Carlos,26,2020-03-12,2022-07-04,peru,Buenos Aires,9,99.24,efectivo,móvil,1
416,Sofía,36,2019-12-05,2022-03-09,Perú,medellin,7,14.99,,Móvil,0
417,desconocido,30,2015-11-08,2021-03-11,Perú,cdmx,3,193.9,efectivo,móvil,1
418,desconocido,39,2022-08-12,2025-12-24,Perú,Bogotá,5,108.87,paypal,Pc,1
419,Sofía,45,2018-02-01,2023-04-19,mexico,Buenos Aires,5,111.99,Efectivo,móvil,1
420,Laura,43,2015-12-05,2020-07-18,México,cdmx,4,53.34,Efectivo,Pc,0
421,Carlos,42,2021-06-05,2026-06-18,COLOMBIA,bogota,4,57.38,paypal,móvil,0
422,Ana,54,2015-12-25,2015-11-06,colombia,Buenos Aires,4,309.73,efectivo,Móvil,0
423,Sofía,15,2021-01-25,2021-08-07,argentina,medellin,5,130.54,,Pc,1
424,Laura,52,2018-03-18,2019-03-17,,,11,23.15,efectivo,tablet,0
425,desconocido,30,2022-09-09,2026-12-26,Perú,medellin,4,9.39,paypal,Móvil,1
426,desconocido,44,2017-02-06,2018-07-24,ARGENTINA,Bogotá,4,50.91,,Móvil,0
427,Pedro,22,2020-09-20,2024-02-26,,Lima,4,133.67,,,0
428,Sofía,24,2015-07-21,2019-06-14,mexico,CDMX,4,192.07,Efectivo,pc,0
429,Carlos,42,2019-08-20,2019-12-07,México,CDMX,5,31.02,,tablet,0
430,Luis,11,2016-04-08,2021-09-04,México,medellin,2,113.78,Tarjeta,móvil,1
431,Carlos,46,2016-03-24,2016-08-08,Perú,cdmx,6,15.06,paypal,Móvil,1
432,desconocido,50,2017-07-01,2018-02-21,ARGENTINA,Bogotá,12,7.69,efectivo,móvil,1
433,desconocido,37,2017-03-08,2021-03-23,argentina,Medellín,6,398.06,Tarjeta,Móvil,0
434,María,36,2017-03-04,2018-04-07,Perú,Lima,6,214.78,Tarjeta,tablet,1
435,desconocido,24,2016-03-12,2020-03-15,colombia,Buenos Aires,7,303.82,Efectivo,Móvil,0
436,Ana,43,2020-03-31,2022-02-19,,,6,40.15,,móvil,0
437,Juan,39,2019-11-09,2022-09-09,peru,Bogotá,6,77.77,paypal,móvil,1
438,Sofía,23,2016-06-14,2016-10-20,,medellin,4,117.32,Tarjeta,tablet,1
439,Carlos,30,2016-07-18,2016-09-05,ARGENTINA,bogota,7,214.61,tarjeta,móvil,1
440,Juan,33,2019-06-09,2024-01-12,Perú,bogota,4,153.08,Tarjeta,Pc,1
441,Laura,30,2018-07-20,2022-09-21,colombia,Bogotá,6,160.35,Tarjeta,Móvil,0
442,Luis,18,2022-12-29,2023-08-18,ARGENTINA,CDMX,4,34.14,Tarjeta,Pc,1
443,Ana,43,2015-08-01,2015-10-13,COLOMBIA,bogota,4,128.79,paypal,pc,0
444,Carlos,32,2017-08-06,2021-01-23,ARGENTINA,medellin,7,347.23,Efectivo,pc,0
445,Juan,35,2018-02-01,2020-10-12,mexico,,2,142.45,Efectivo,,0
446,Luis,28,2015-07-11,2017-06-28,ARGENTINA,Medellín,2,44.56,tarjeta,,0
447,María,40,2018-11-04,2023-03-24,argentina,Buenos Aires,10,106.68,,Móvil,0
448,Ana,37,2020-06-13,2024-08-03,Perú,cdmx,6,281.14,tarjeta,móvil,1
449,Ana,49,2018-01-09,2019-06-16,mexico,CDMX,4,29.0,Tarjeta,tablet,0
450,María,40,2016-12-05,2018-03-27,ARGENTINA,bogota,4,173.72,Tarjeta,pc,1
451,Sofía,32,2016-07-02,2017-05-20,mexico,Medellín,3,672.29,Tarjeta,móvil,1
452,María,26,2020-02-05,2023-08-22,colombia,Buenos Aires,2,95.7,tarjeta,,0
453,Ana,45,2015-06-03,2018-07-06,peru,,2,8.92,Efectivo,tablet,1
454,Ana,31,2019-07-24,2021-05-07,mexico,Lima,6,200.54,tarjeta,Móvil,1
455,Juan,32,2016-07-24,2018-05-01,,Bogotá,3,9.65,,móvil,0
456,desconocido,32,2019-11-20,2021-06-29,COLOMBIA,cdmx,3,42.54,Efectivo,Pc,1
457,Luis,30,2021-04-06,2022-12-19,México,Lima,0,9.92,tarjeta,Móvil,0
458,María,33,2021-08-18,2025-08-23,COLOMBIA,cdmx,7,37.42,Efectivo,pc,1
459,Luis,58,2017-03-15,2018-12-21,ARGENTINA,bogota,4,386.11,tarjeta,Móvil,1
460,María,22,2017-03-09,2017-07-28,peru,,5,265.49,Efectivo,Móvil,1
461,Laura,25,2016-09-02,2018-05-02,COLOMBIA,Medellín,3,83.67,paypal,tablet,1
462,Ana,51,2022-06-28,2023-05-28,México,cdmx,4,454.87,paypal,pc,0
463,desconocido,30,2022-09-22,2024-08-02,argentina,cdmx,5,218.83,efectivo,,1
464,Juan,29,2019-12-12,2020-12-29,argentina,Buenos Aires,3,118.75,,tablet,1
465,desconocido,47,2015-05-23,2019-04-25,peru,medellin,3,14.16,Efectivo,Móvil,0
466,desconocido,17,2015-09-29,2015-12-07,México,cdmx,4,262.4,Efectivo,móvil,0
467,desconocido,44,2019-04-05,2021-10-11,México,Bogotá,5,94.17,,Pc,1
468,Luis,35,2021-10-09,2023-11-16,colombia,,5,72.14,,Pc,1
469,María,40,2020-09-24,2022-10-11,Colombia,,2,68.01,Efectivo,tablet,0
470,,40,2020-11-12,2024-09-09,mexico,Lima,4,1.55,efectivo,móvil,0
471,Laura,27,2020-10-12,2022-05-30,peru,Bogotá,6,271.46,tarjeta,Pc,0
472,Carlos,47,2021-09-26,2021-07-19,Perú,Medellín,6,31.4,,móvil,0
473,desconocido,28,2016-04-03,2016-06-18,colombia,CDMX,10,147.06,paypal,,1
474,Sofía,39,2019-10-05,2025-03-01,argentina,medellin,3,3.24,efectivo,,0
475,Luis,49,2018-12-03,2022-10-05,colombia,CDMX,6,197.71,paypal,tablet,0
476,Juan,51,2021-11-22,2021-10-18,ARGENTINA,Lima,5,92.25,Tarjeta,pc,1
477,Carlos,31,2022-10-28,2022-11-29,mexico,,-2,199.25,efectivo,móvil,0
478,,40,2016-05-20,2021-05-22,Perú,Bogotá,5,18.84,efectivo,móvil,0
479,Sofía,30,2019-09-06,2021-11-29,peru,CDMX,1,61.94,paypal,pc,1
480,,65,2018-01-01,2022-12-22,ARGENTINA,Medellín,9,23.38,Efectivo,Móvil,0
481,Carlos,44,2015-03-25,2020-01-12,Colombia,Medellín,6,207.73,Tarjeta,Móvil,0
482,desconocido,36,2015-02-28,2018-08-02,Perú,bogota,2,22.98,paypal,Móvil,0
483,Sofía,38,2017-11-10,2019-03-09,México,cdmx,2,192.0,efectivo,tablet,0
484,,39,2019-01-21,2021-12-04,Perú,cdmx,10,28.93,Efectivo,Móvil,1
485,Juan,40,2021-01-13,2025-07-19,colombia,Medellín,6,574.19,Tarjeta,tablet,0
486,María,32,2018-09-14,2023-08-11,,Bogotá,4,107.7,Efectivo,pc,0
487,Ana,30,2019-05-16,2021-10-05,ARGENTINA,Lima,3,27.07,paypal,móvil,0
488,María,33,2016-07-29,2020-04-01,colombia,bogota,7,8.54,Efectivo,Pc,1
489,Carlos,21,2022-11-24,2023-04-06,México,Buenos Aires,7,79.92,efectivo,Pc,1
490,Luis,43,2016-11-10,2020-08-18,argentina,Medellín,9,443.99,efectivo,tablet,0
491,Ana,25,2015-07-22,2019-08-23,colombia,Bogotá,7,31.05,tarjeta,tablet,1
492,Laura,22,2018-02-03,2019-12-05,Perú,,6,312.92,Tarjeta,,1
493,Juan,34,2015-11-14,2016-06-06,Colombia,CDMX,5,108.04,paypal,móvil,0
494,Laura,33,2018-04-20,2018-01-11,Perú,Bogotá,5,324.84,Efectivo,pc,0
495,Sofía,37,2019-06-27,2019-12-14,Perú,cdmx,5,414.76,,móvil,1
496,Ana,28,2019-12-02,2020-10-17,ARGENTINA,Medellín,4,1225.46,efectivo,,0
497,Laura,30,2016-02-10,2018-03-14,peru,medellin,5,14.13,tarjeta,tablet,0
498,Laura,43,2021-12-17,2026-10-28,mexico,Buenos Aires,6,318.22,paypal,móvil,1
499,,42,2016-11-09,2019-05-07,Perú,CDMX,8,14.45,efectivo,tablet,0
500,María,42,2018-06-24,2021-02-08,Perú,cdmx,5,75.61,paypal,Pc,0
501,,35,2020-03-04,2020-03-10,mexico,medellin,2,207.82,efectivo,móvil,1
502,Ana,37,2019-03-28,2024-01-09,Colombia,cdmx,3,118.58,paypal,pc,1
503,Ana,37,2019-07-02,2022-04-30,ARGENTINA,Medellín,5,166.6,efectivo,Pc,1
504,Carlos,27,2018-09-21,2019-12-13,argentina,Bogotá,5,677.41,,pc,1
505,,52,2018-12-16,2023-02-13,México,cdmx,3,341.47,,pc,1
506,Pedro,50,2017-04-14,2022-01-15,México,Bogotá,5,90.41,,tablet,0
507,María,44,2021-02-19,2024-12-31,colombia,Medellín,3,183.23,,pc,1
508,Ana,29,2021-06-13,2024-12-11,ARGENTINA,Buenos Aires,10,9.94,Efectivo,,1
509,Carlos,41,2019-07-27,2019-05-06,,Lima,6,120.62,Tarjeta,Móvil,0
510,,46,2020-04-14,2022-05-12,argentina,Buenos Aires,3,187.5,efectivo,pc,1
511,María,20,2021-12-28,2025-08-05,México,bogota,3,250.85,paypal,móvil,1
512,,55,2015-10-08,2019-01-04,,Lima,7,463.57,efectivo,,1
513,Laura,14,2022-06-15,2023-04-20,peru,medellin,5,66.55,tarjeta,tablet,0
514,Carlos,43,2019-12-19,2023-08-06,,Bogotá,8,464.91,,tablet,1
515,María,52,2017-07-21,2021-11-30,,Medellín,5,216.66,Efectivo,,1
516,desconocido,33,2022-07-25,2023-12-30,argentina,CDMX,8,16.17,,Móvil,0
517,Sofía,33,2016-08-30,2018-03-08,peru,Buenos Aires,6,95.71,,tablet,0
518,Sofía,43,2016-04-27,2018-02-23,,bogota,6,129.48,tarjeta,tablet,1
519,María,57,2018-05-31,2018-03-09,mexico,bogota,8,86.92,paypal,Pc,1
520,,31,2019-11-08,2024-07-20,COLOMBIA,Buenos Aires,8,24.65,efectivo,Pc,0
521,Carlos,25,2020-12-04,2025-07-11,Perú,,6,160.41,efectivo,Pc,1
522,Sofía,29,2015-07-11,2015-04-09,Colombia,Bogotá,5,28.26,tarjeta,Móvil,1
523,Carlos,16,2022-10-06,2024-06-01,Perú,bogota,3,493.08,Tarjeta,,1
524,Sofía,45,2022-04-19,2025-09-11,colombia,medellin,5,400.87,Efectivo,tablet,1
525,Laura,28,2020-07-10,2023-06-04,,Medellín,4,128.95,efectivo,tablet,0
526,,32,2022-01-07,2023-03-13,México,Bogotá,5,14.03,efectivo,tablet,0
527,Laura,45,2015-11-03,2021-02-05,ARGENTINA,medellin,3,160.68,paypal,pc,0
528,Sofía,30,2016-06-15,2020-11-16,colombia,bogota,4,179.41,tarjeta,tablet,0
529,desconocido,44,2015-05-02,2019-11-17,argentina,CDMX,6,438.61,paypal,tablet,1
530,desconocido,22,2022-05-20,2025-10-17,ARGENTINA,Bogotá,12,13.98,Efectivo,,1
531,Laura,46,2016-08-14,2021-04-06,ARGENTINA,Buenos Aires,5,235.6,efectivo,móvil,1
532,desconocido,39,2022-12-27,2027-04-30,argentina,bogota,8,165.48,tarjeta,móvil,0
533,Sofía,33,2019-01-15,2023-09-13,mexico,Medellín,9,38.42,,tablet,0
534,María,36,2015-02-28,2015-01-02,Perú,Medellín,5,999999.0,tarjeta,pc,1
535,Laura,19,2021-06-06,2022-06-29,colombia,medellin,6,236.8,tarjeta,pc,0
536,Luis,36,2022-02-13,2022-05-04,Perú,Lima,6,83.05,Efectivo,Móvil,0
537,,33,2019-04-23,2020-10-01,peru,,0,1943.22,Tarjeta,Móvil,1
538,desconocido,19,2018-02-14,2020-06-19,México,Medellín,5,448.87,Tarjeta,,1
539,desconocido,26,2019-12-16,2023-12-03,colombia,Bogotá,4,166.81,Tarjeta,tablet,1
540,Ana,33,2019-12-11,2022-09-21,argentina,Bogotá,2,205.29,paypal,Pc,1
541,Pedro,27,2016-02-03,2020-09-10,,cdmx,6,34.61,paypal,pc,0
542,Laura,6,2022-01-06,2023-07-10,colombia,CDMX,5,448.87,Efectivo,Pc,0
543,Juan,47,2022-10-23,2027-09-03,colombia,Lima,4,122.84,tarjeta,Móvil,1
544,desconocido,33,2021-12-20,2025-03-01,COLOMBIA,Lima,6,147.36,Tarjeta,pc,1
545,,7,,,argentina,Medellín,3,412.92,efectivo,Pc,1
546,Luis,60,2016-06-11,2017-02-06,argentina,Lima,10,1.25,Tarjeta,tablet,1
547,desconocido,49,2021-09-11,2026-05-16,Perú,,6,136.38,Efectivo,Pc,1
548,Luis,30,2019-11-10,2023-04-17,México,Buenos Aires,5,197.11,Tarjeta,Móvil,1
549,Sofía,24,2018-11-22,2019-11-05,argentina,Medellín,6,34.71,efectivo,pc,0
550,Sofía,39,2019-07-28,2023-03-30,Colombia,CDMX,4,14.15,efectivo,pc,0
551,Pedro,37,2019-03-31,2019-03-07,argentina,Buenos Aires,5,153.12,efectivo,pc,0
552,María,41,2016-03-11,2018-05-15,Colombia,bogota,3,158.61,Efectivo,tablet,1
553,Juan,24,2017-04-19,2018-07-11,,Lima,5,80.17,Tarjeta,pc,1
554,Ana,48,2015-12-26,2017-11-22,México,Lima,4,427.81,Efectivo,Pc,0
555,Pedro,29,2018-02-26,2021-11-09,mexico,Buenos Aires,3,71.65,,móvil,1
556,Carlos,43,2017-05-13,2021-03-21,colombia,Bogotá,6,145.33,efectivo,,0
557,Ana,25,2022-05-05,2024-04-18,México,Buenos Aires,4,41.33,Tarjeta,,0
558,Laura,66,2019-07-09,2023-07-31,Perú,Bogotá,3,2.24,paypal,móvil,0
559,,43,2019-09-29,2021-03-27,colombia,Medellín,5,111.03,Efectivo,,0
560,Carlos,69,2018-05-30,2023-02-18,Colombia,,4,149.71,paypal,tablet,0
561,Carlos,44,2021-03-11,2022-11-20,ARGENTINA,medellin,1,289.36,,Pc,0
562,Pedro,28,2017-07-04,2021-05-26,México,,3,119.12,paypal,,0
563,María,44,2022-03-24,2024-11-17,Perú,Bogotá,5,65.35,tarjeta,tablet,1
564,Pedro,45,2019-12-04,2023-08-31,Colombia,Buenos Aires,6,185.39,efectivo,móvil,0
565,Laura,39,2020-12-22,2022-06-22,Perú,Medellín,3,95.99,,,1
566,desconocido,42,2022-09-02,2024-07-24,Perú,Lima,5,53.16,paypal,pc,0
567,desconocido,44,2016-01-21,2017-05-13,Perú,bogota,3,482.36,Efectivo,móvil,1
568,María,23,2018-08-19,2023-12-19,México,Lima,7,153.87,efectivo,móvil,1
569,Laura,22,2019-12-11,2020-12-04,ARGENTINA,Lima,5,44.75,,móvil,1
570,María,25,2019-05-05,2022-03-31,Colombia,,4,222.29,efectivo,tablet,1
571,Luis,36,2018-04-27,2018-03-01,mexico,bogota,9,324.99,,Móvil,0
572,desconocido,32,,,Colombia,Buenos Aires,2,284.21,Efectivo,tablet,0
573,Carlos,23,2016-01-24,2019-12-27,argentina,CDMX,2,183.03,Tarjeta,Móvil,0
574,Juan,44,2022-08-23,2025-01-21,colombia,,6,146.64,Efectivo,tablet,1
575,,38,2016-12-04,2018-05-20,ARGENTINA,Buenos Aires,12,300.41,Tarjeta,,1
576,Laura,37,2019-10-05,2022-12-05,México,Medellín,2,246.28,efectivo,,1
577,Ana,31,2022-09-21,2024-02-25,COLOMBIA,Medellín,6,169.48,Efectivo,,0
578,María,30,2017-05-13,2022-07-03,mexico,Buenos Aires,3,214.43,paypal,móvil,0
579,,24,2017-11-25,2018-08-12,colombia,,6,36.94,Efectivo,pc,1
580,Ana,46,2015-03-20,2015-07-07,COLOMBIA,bogota,9,4.03,paypal,Pc,0
581,,26,2035-01-01,2037-04-10,argentina,Medellín,4,535.12,paypal,Móvil,0
582,Juan,37,2018-07-25,2022-09-08,Colombia,Buenos Aires,5,547.55,efectivo,tablet,1
583,Ana,54,,,Colombia,bogota,5,310.21,Tarjeta,,0
584,Pedro,31,2021-06-17,2022-07-10,ARGENTINA,Buenos Aires,2,93.14,Tarjeta,pc,0
585,Sofía,46,2015-07-23,2016-12-04,México,CDMX,4,32.68,paypal,Pc,0
586,Pedro,41,2017-09-11,2019-07-16,México,cdmx,7,88.43,Tarjeta,pc,0
587,desconocido,38,2020-05-29,2022-07-15,colombia,medellin,5,259.1,Efectivo,,0
588,Sofía,40,2015-01-17,2018-11-04,peru,Medellín,5,81.65,paypal,Móvil,0
589,Pedro,33,2016-04-20,2017-12-10,argentina,Buenos Aires,6,317.84,paypal,Móvil,0
